Ticker,Action (Buy/Sell),Position value,Stock price,Action volume ($USD Est.),New position ROI (%),Date recorded (publish date)
sedg,buy,16000.0,249.42,16000.0,1.0,2022-02-09
gps,buy,26148.90944,16.92,24000.0,1.13,2022-02-09
anet,buy,64787.847917833475,124.08,32000.0,2.37,2022-02-09
low,buy,140417.35351279998,232.62,73000.0,2.04,2022-02-09
nvda,buy,485367.42628953565,252.3,137500.0,3.69,2022-02-09
wday,buy,40176.064,239.7,40000.0,1.01,2022-02-09
chwy,buy,16000.0,45.82,16000.0,1.0,2022-02-09
sedg,buy,24000.0,249.42,24000.0,1.0,2022-02-09
grmn,buy,27965.2,126.66,32500.0,0.81,2022-02-09
estc,buy,16000.0,89.92,16000.0,1.0,2022-02-09
zg,buy,14320.0,47.33,16000.0,0.79,2022-02-09
vfc,buy,88701.10060971463,62.81,96500.0,0.91,2022-02-09
ftv,buy,41374.805967554865,63.81,40000.0,1.04,2022-02-09
csgp,buy,18276.178983128004,69.4,16000.0,1.28,2022-02-09
amat,buy,269386.7519201754,139.2,147500.0,1.87,2022-02-09
dhi,buy,46008.678783999996,85.11,40000.0,1.19,2022-02-09
bby,buy,49518.74752,97.58,40000.0,1.3,2022-02-09
team,buy,43112.399999999994,318.95,40000.0,1.1,2022-02-09
pwr,buy,23680.0,102.63,24000.0,0.98,2022-02-09
mmc,buy,140269.66481759417,150.88,102500.0,1.4,2022-02-09
abmd,buy,21306.2296,289.84,16000.0,1.66,2022-02-09
len,buy,98937.18485569902,91.84,99000.0,1.0,2022-02-09
fb,buy,387191.71175371367,225.77,537000.0,0.72,2022-02-09
phm,buy,27624.391200000005,48.86,24000.0,1.23,2022-02-09
wfc,buy,297283.5134545096,58.0,155500.0,1.96,2022-02-09
fnd,buy,16000.0,107.83,16000.0,1.0,2022-02-09
fis,buy,97025.61881900026,113.29,120000.0,0.79,2022-02-09
crl,buy,16000.0,334.77,16000.0,1.0,2022-02-09
cday,buy,22800.0,76.95,24000.0,0.93,2022-02-09
csgp,buy,26276.178983128004,69.4,24000.0,1.14,2022-02-09
mtch,buy,9120.769316086502,113.75,30000.0,0.05,2022-02-09
ilmn,buy,166510.1185926468,357.17,153000.0,1.09,2022-02-09
wst,buy,16000.0,400.72,16000.0,1.0,2022-02-09
cday,buy,30800.0,76.95,32000.0,0.95,2022-02-09
evbg,buy,8000.0,51.76,8000.0,1,2022-02-09
rgen,buy,16000.0,201.39,16000.0,1.0,2022-02-09
tech,buy,16000.0,412.68,16000.0,1.0,2022-02-09
docu,buy,36248.16,122.36,40500.0,0.87,2022-02-09
sgen,buy,10488.3216,141.19,16000.0,0.31,2022-02-09
aptv,buy,47723.10349824,134.77,40000.0,1.24,2022-02-09
enph,buy,23520.0,145.67,24000.0,0.97,2022-02-09
t,buy,438734.62314217153,18.07,444500.0,0.99,2022-02-09
coup,buy,16000.0,132.41,16000.0,1.0,2022-02-09
tyl,buy,20016.224,471.75,16000.0,1.5,2022-02-09
efx,buy,41547.2,237.73,40000.0,1.05,2022-02-09
hubs,buy,10784.8,499.95,16000.0,0.35,2022-02-09
ajg,buy,39544.0,156.91,32000.0,1.31,2022-02-09
ew,buy,58832.2679305389,111.81,48000.0,1.27,2022-02-09
pool,buy,24160.0,449.1,24000.0,1.01,2022-02-09
ppg,buy,41285.446230400004,154.0,32000.0,1.39,2022-02-09
pool,buy,32160.0,449.1,32000.0,1.01,2022-02-09
kkr,buy,76512.3192135209,70.57,32000.0,2.85,2022-02-09
mu,buy,130446.84645106728,80.87,44000.0,3.4,2022-02-09
wmt,buy,125253.45398800001,139.24,133500.0,0.93,2022-02-09
fast,buy,81271.06958407297,53.44,73000.0,1.13,2022-02-09
pypl,buy,129247.00321929646,123.33,148500.0,0.86,2022-02-09
chtr,buy,63781.450963222,615.84,55500.0,1.17,2022-02-09
apd,buy,90823.77833310832,256.02,81000.0,1.13,2022-02-09
mtch,buy,17120.769316086502,113.75,38000.0,0.3,2022-02-09
bio,buy,13507.199999999999,625.06,16000.0,0.69,2022-02-09
lrcx,buy,129501.00113497043,577.57,80500.0,1.68,2022-02-09
payc,buy,20891.432,328.58,24000.0,0.81,2022-02-09
ea,buy,58741.82131200001,137.25,56500.0,1.05,2022-02-09
qrvo,buy,24447.803524160005,132.25,24000.0,1.03,2022-02-09
c,buy,62366.053248000004,67.06,46500.0,1.41,2022-02-09
wfc,buy,305283.5134545096,58.0,163500.0,1.91,2022-02-09
biib,buy,95273.1654672374,223.38,104500.0,0.9,2022-02-09
payc,buy,28891.432,328.58,32000.0,0.87,2022-02-09
len,buy,106937.18485569902,91.84,107000.0,1.0,2022-02-09
mdt,buy,165870.90358496614,104.6,177000.0,0.93,2022-02-09
pega,buy,8000.0,98.27,8000.0,1,2022-02-09
syk,buy,146980.98222906294,256.1,129000.0,1.15,2022-02-09
t,buy,446734.62314217153,18.07,452500.0,0.99,2022-02-09
bby,buy,57518.74752,97.58,48000.0,1.24,2022-02-09
orcl,buy,61007.14799276114,80.74,24000.0,3.31,2022-02-09
blk,buy,145644.44791296925,817.88,64500.0,2.44,2022-02-09
orcl,buy,69007.14799276114,80.74,32000.0,2.54,2022-02-09
txn,buy,224384.93471491733,173.19,159000.0,1.43,2022-02-09
snps,buy,56467.1181824,310.94,48000.0,1.21,2022-02-09
ci,buy,243139.350823963,232.41,196000.0,1.25,2022-02-09
pm,buy,135159.36958314106,104.26,97000.0,1.43,2022-02-09
nke,buy,168343.06006417196,145.5,121000.0,1.42,2022-02-09
txn,buy,232384.93471491733,173.19,167000.0,1.41,2022-02-09
adsk,buy,153295.09500689598,242.26,172000.0,0.89,2022-02-09
meli,buy,55963.17532679298,1056.73,40500.0,1.48,2022-02-09
apd,buy,98823.77833310832,256.02,89000.0,1.12,2022-02-09
dhi,buy,54008.678783999996,85.11,48000.0,1.15,2022-02-09
aptv,buy,55723.10349824,134.77,48000.0,1.19,2022-02-09
adsk,buy,161295.09500689598,242.26,180000.0,0.89,2022-02-09
a,buy,46910.05152884024,141.41,24000.0,2.43,2022-02-09
hd,buy,257134.84367399602,362.98,182000.0,1.43,2022-02-09
axp,buy,125230.45732024164,194.53,66500.0,2.0,2022-02-09
bkng,buy,164281.8387118772,2546.86,121000.0,1.38,2022-02-09
cmg,buy,134505.0907217473,1473.12,129000.0,1.05,2022-02-09
syk,buy,154980.98222906294,256.1,137000.0,1.14,2022-02-09
c,buy,70366.05324800001,67.06,54500.0,1.34,2022-02-09
rop,buy,56085.184862257396,448.29,48000.0,1.2,2022-02-09
chtr,buy,71781.450963222,615.84,63500.0,1.15,2022-02-09
bkng,buy,172281.8387118772,2546.86,129000.0,1.36,2022-02-09
dis,buy,166222.39956852427,142.89,188500.0,0.88,2022-02-09
pm,buy,143159.36958314106,104.26,105000.0,1.39,2022-02-09
mdt,buy,173870.90358496614,104.6,185000.0,0.94,2022-02-09
blk,buy,153644.44791296925,817.88,72500.0,2.26,2022-02-09
wmt,buy,157753.453988,139.24,166000.0,0.94,2022-02-09
dis,buy,198722.39956852427,142.89,221000.0,0.88,2022-02-09
adbe,buy,289940.5082716017,513.51,288500.0,1.01,2022-02-09
fb,buy,419691.71175371367,225.77,569500.0,0.72,2022-02-09
hig,sell,45380.24467816938,69.85,32500.0,1.32,2022-02-09
pg,sell,400464.45045286237,161.27,312000.0,1.28,2022-02-09
aig,sell,194792.9335499102,61.79,129500.0,1.47,2022-02-09
googl,buy,580611.5701755427,2800.0,604000.0,0.96,2022-02-09
googl,buy,588611.5701755427,2800.0,612000.0,0.96,2022-02-09
nvda,sell,477367.42628953565,252.3,129500.0,3.53,2022-02-09
sq,sell,27405.854743066637,103.77,40500.0,0.73,2022-02-09
ctsh,sell,176969.0203120524,87.74,145000.0,1.21,2022-02-09
nflx,sell,169847.30420916437,406.61,187500.0,0.91,2022-02-09
bntx,sell,8000.0,165.81,8000.0,0.46,2022-02-09
tsla,sell,378561.77605529607,926.29,288500.0,1.3,2022-02-09
cvna,sell,8000.0,154.3,8000.0,0.42,2022-02-09
tsla,sell,370561.77605529607,926.29,280500.0,1.31,2022-02-09
aapl,buy,421854.2158107599,175.35,349500.0,1.21,2022-02-09
ma,buy,477405.4163036129,379.77,420000.0,1.14,2022-02-09
msft,buy,718769.1173308899,305.56,562000.0,1.28,2022-02-09
hd,buy,265134.84367399605,362.98,190000.0,1.41,2022-02-09
mndt,buy,112678.38113732703,15.06,95500.0,1.2,2022-02-09
nke,buy,176343.06006417196,145.5,129000.0,1.39,2022-02-09
crm,buy,200373.29131291495,217.94,247000.0,0.8,2022-02-09
aapl,buy,429854.2158107599,175.35,357500.0,1.21,2022-02-09
axp,buy,133230.45732024164,194.53,74500.0,1.88,2022-02-09
wday,buy,48176.064,239.7,48000.0,1.0,2022-02-09
hd,buy,273134.84367399605,362.98,198000.0,1.4,2022-02-09
csco,buy,113566.2585852252,55.17,115000.0,0.99,2022-02-09
lvmuy,buy,35826.4,164.05,32500.0,1.14,2022-02-09
mtch,buy,92120.7693160865,113.75,113000.0,0.45,2022-02-09
nflx,buy,177847.30420916437,406.61,195500.0,0.91,2022-02-09
snap,buy,37019.50722441847,37.88,65000.0,0.14,2022-02-09
algn,sell,157298.44372997232,516.72,80500.0,1.87,2022-02-09
ilmn,buy,174510.1185926468,357.17,161000.0,1.09,2022-02-09
pypl,buy,161747.00321929646,123.33,181000.0,0.87,2022-02-09
fb,sell,357131.78922573087,196.28,561500.0,0.64,2022-03-11
adbe,sell,244248.24219629346,447.65,280500.0,0.87,2022-03-11
apd,buy,95953.16271646641,227.95,97000.0,0.99,2022-03-11
dg,buy,61096.03865758685,206.82,56000.0,1.11,2022-03-11
adsk,sell,127487.87980579262,203.07,172000.0,0.75,2022-03-11
dg,buy,69096.03865758685,206.82,64000.0,1.09,2022-03-11
nflx,buy,168062.57378824794,367.02,203500.0,0.82,2022-03-11
apd,buy,103953.16271646641,227.95,105000.0,0.99,2022-03-11
dg,buy,77096.03865758685,206.82,72000.0,1.08,2022-03-11
dpz,buy,39428.936,396.0,48500.0,0.78,2022-03-11
atvi,sell,135723.0475335739,80.83,114000.0,1.18,2022-03-11
nflx,buy,176062.57378824794,367.02,211500.0,0.83,2022-03-11
schw,buy,67310.42573076795,79.39,48500.0,1.46,2022-03-11
apd,buy,136453.1627164664,227.95,137500.0,0.99,2022-03-11
dg,buy,109596.03865758685,206.82,104500.0,1.07,2022-03-11
apd,buy,144453.1627164664,227.95,145500.0,0.99,2022-03-11
atvi,sell,127723.0475335739,80.83,106000.0,1.19,2022-03-11
atvi,sell,119723.0475335739,80.83,98000.0,1.2,2022-03-11
pg,sell,360427.2944166334,148.28,304000.0,1.18,2022-03-11
pg,sell,352427.2944166334,148.28,296000.0,1.19,2022-03-11
pg,sell,344427.2944166334,148.28,288000.0,1.19,2022-03-11
pg,sell,336427.2944166334,148.28,280000.0,1.2,2022-03-11
aig,sell,175105.35753691557,58.28,121500.0,1.41,2022-03-11
fb,buy,365131.78922573087,196.28,569500.0,0.64,2022-03-11
mmc,buy,149672.3614657701,151.78,110500.0,1.38,2022-03-11
hig,buy,51111.23244426091,66.59,40500.0,1.33,2022-03-11
hd,buy,248358.66243311652,318.26,206000.0,1.21,2022-03-11
mdt,buy,181870.90358496614,104.64,193000.0,0.94,2022-03-11
bac,buy,249214.2683356974,40.29,145000.0,1.76,2022-03-11
ndaq,buy,68976.29599999999,167.3,80000.0,0.85,2022-03-11
cat,buy,159865.25743575118,217.52,137000.0,1.18,2022-03-11
kkr,buy,67679.6089865463,54.97,40000.0,1.86,2022-03-11
mmc,buy,157672.3614657701,151.78,118500.0,1.35,2022-03-11
fb,buy,373131.78922573087,196.28,577500.0,0.64,2022-03-11
bwa,buy,34834.83024190976,36.36,40000.0,0.84,2022-03-11
pg,buy,344427.2944166334,148.28,288000.0,1.2,2022-03-11
tfc,buy,115386.22905374957,58.52,64000.0,1.92,2022-03-11
pfe,buy,15236.0,48.75,16500.0,0.85,2022-03-11
fb,buy,381131.78922573087,196.28,585500.0,0.65,2022-03-11
wm,buy,73888.00855999999,151.82,64500.0,1.17,2022-03-11
hbi,buy,83248.4647344022,15.22,96000.0,0.86,2022-03-11
wm,buy,81888.00855999999,151.82,72500.0,1.15,2022-03-11
wm,buy,89888.00855999999,151.82,80500.0,1.13,2022-03-11
wm,buy,97888.00855999999,151.82,88500.0,1.12,2022-03-11
wm,buy,105888.00855999999,151.82,96500.0,1.11,2022-03-11
txn,buy,240384.93471491733,173.42,175000.0,1.39,2022-03-11
ssnc,buy,80612.18874,75.07,80000.0,1.01,2022-03-11
vfc,buy,83395.93551825744,53.49,104500.0,0.78,2022-03-11
gm,buy,92368.2278755556,42.28,89000.0,1.04,2022-03-11
vrsn,sell,8562.10976,209.59,8000.0,1.04,2022-03-11
pgr,sell,53223.99999999999,105.21,48500.0,1.08,2022-03-11
wcn,sell,11552.752,131.12,8000.0,1.22,2022-03-11
ame,sell,63399.288700000005,129.19,64500.0,0.98,2022-03-11
trex,sell,8000.0,75.62,8000.0,0.85,2022-03-11
uaa,sell,4918.622079999999,15.26,8000.0,0.81,2022-03-11
masi,sell,1472.0,141.75,8000.0,0.59,2022-03-11
pwr,sell,19942.399999999998,121.48,16000.0,1.16,2022-03-11
dash,sell,8000.0,92.23,8000.0,0.91,2022-03-11
spot,sell,7572.767999999998,135.37,24000.0,0.49,2022-03-11
pg,sell,336427.2944166334,148.28,280000.0,1.2,2022-03-11
site,sell,8000.0,172.87,8000.0,0.96,2022-03-11
frc,sell,8000.0,164.69,8000.0,0.94,2022-03-11
wal,sell,8000.0,84.67,8000.0,0.83,2022-03-11
cbre,sell,20447.184639999996,87.77,24000.0,0.89,2022-03-11
iac,sell,8000.0,104.54,8000.0,0.79,2022-03-11
vfc,sell,75395.93551825744,53.49,96500.0,0.8,2022-03-11
hig,sell,43111.23244426091,66.59,32500.0,1.26,2022-03-11
mu,sell,119837.90952204593,79.44,36000.0,2.91,2022-03-11
wday,sell,38730.78208,232.06,40000.0,0.97,2022-03-11
veev,sell,3210.4000000000015,189.13,8000.0,0.7,2022-03-11
ce,sell,14528.316160000006,139.09,8000.0,1.41,2022-03-11
pins,sell,8000.0,25.26,8000.0,0.95,2022-03-11
gww,sell,28625.343999999997,487.41,24000.0,1.14,2022-03-11
lkq,sell,5644.799999999999,45.09,8000.0,0.85,2022-03-11
twlo,sell,7792.826802400001,142.91,24500.0,0.49,2022-03-11
okta,sell,30798.847999999998,168.57,40000.0,0.81,2022-03-11
cdw,sell,17073.84224853376,170.55,16000.0,1.04,2022-03-11
avy,sell,5097.242720000002,160.91,8000.0,0.82,2022-03-11
jbht,sell,28512.641280000003,202.98,16000.0,1.52,2022-03-11
mnst,sell,12626.078911714969,76.68,8000.0,1.29,2022-03-11
crl,sell,4800.0,268.49,8000.0,0.8,2022-03-11
snps,sell,47337.775818752,303.84,40000.0,1.15,2022-03-11
gps,sell,14226.573023999998,14.38,16000.0,0.93,2022-03-11
dgx,sell,7969.473600000001,136.55,8000.0,1.0,2022-03-11
sgen,sell,2593.2048159999995,142.04,8000.0,0.66,2022-03-11
odfl,sell,46020.736000000004,311.42,32000.0,1.35,2022-03-11
lin,sell,173633.62798747647,288.18,164000.0,1.06,2022-03-11
cg,sell,8000.0,43.47,8000.0,0.74,2022-03-11
chrw,sell,17148.13184,103.18,8000.0,1.57,2022-03-11
meli,sell,42926.489547381614,962.72,32500.0,1.26,2022-03-11
vz,sell,295589.73770952446,53.08,290500.0,1.02,2022-03-11
iff,sell,8463.261583587238,121.43,8000.0,1.03,2022-03-11
mndt,sell,155383.65264912418,21.89,87500.0,1.71,2022-03-11
tgt,sell,8000.0,215.48,8000.0,1.01,2022-03-11
csx,sell,163433.44324282158,34.61,123500.0,1.3,2022-03-11
shw,sell,46947.02639860001,235.85,65000.0,0.75,2022-03-11
ppg,sell,24615.502522016006,122.03,24000.0,1.02,2022-03-11
ice,sell,56295.8728,129.68,56500.0,1.0,2022-03-11
trmb,sell,20104.458500751996,67.71,8000.0,1.76,2022-03-11
dt,sell,8000.0,42.29,8000.0,1.31,2022-03-11
otis,sell,50856.3008,75.26,57000.0,0.91,2022-03-11
udr,sell,19341.15797150719,57.27,16000.0,1.14,2022-03-11
yum,sell,21769.300000000003,115.94,24500.0,0.92,2022-03-11
syk,sell,142331.55276219104,248.97,129000.0,1.1,2022-03-11
aptv,sell,36021.2517636096,106.08,40000.0,0.92,2022-03-11
etsy,sell,16121.152034176004,144.53,8000.0,1.51,2022-03-11
swk,sell,11660.338738040002,150.49,8000.0,1.23,2022-03-11
it,sell,114932.4048435392,281.5,75000.0,1.48,2022-03-11
tru,sell,4746.923876800001,94.77,8000.0,0.8,2022-03-11
biib,sell,78698.58057518603,203.36,96500.0,0.83,2022-03-11
ajg,sell,30753.120000000003,153.24,24000.0,1.21,2022-03-11
mu,sell,111837.90952204593,79.44,28000.0,3.33,2022-03-11
acn,sell,239417.82760737764,310.16,196000.0,1.21,2022-03-11
ben,sell,24574.98793395201,28.54,16000.0,1.36,2022-03-11
ms,sell,8000.0,87.4,8000.0,0.9,2022-03-11
zts,sell,167782.92408589172,189.6,156000.0,1.07,2022-03-11
jci,sell,27877.84705753407,62.81,24000.0,1.12,2022-03-11
kkr,sell,59679.6089865463,54.97,32000.0,1.69,2022-03-11
gm,sell,84368.2278755556,42.28,81000.0,1.04,2022-03-11
mndt,sell,147383.65264912418,21.89,79500.0,1.78,2022-03-11
fdx,sell,90552.8898235104,219.72,113000.0,0.81,2022-03-11
cdns,sell,27282.40767999999,150.01,24000.0,1.1,2022-03-11
idxx,sell,46615.75,529.92,49000.0,0.96,2022-03-11
zbh,sell,11645.327743999995,119.42,16000.0,0.82,2022-03-11
ilmn,sell,147314.00554745566,319.55,153000.0,0.96,2022-03-11
efx,sell,31885.311999999998,228.0,32000.0,1.0,2022-03-11
dhi,sell,44388.41842048,82.65,40000.0,1.09,2022-03-11
pool,sell,24803.199999999997,456.74,24000.0,1.03,2022-03-11
ctlt,sell,8000.0,98.52,8000.0,1.38,2022-03-11
fast,sell,74896.49097575444,54.76,65000.0,1.14,2022-03-11
vrsk,sell,15481.247932799997,187.69,16000.0,0.99,2022-03-11
mu,sell,32500.0,79.44,32500.0,3.99,2022-03-11
ko,sell,563126.0551455015,58.96,493500.0,1.13,2022-03-11
els,sell,32500.0,77.09,32500.0,0.93,2022-03-11
etn,sell,43218.268616703994,149.06,15500.0,1.58,2022-03-11
sui,sell,26650.0,178.98,32500.0,0.91,2022-03-11
wba,sell,471831.1663653,48.12,455000.0,1.03,2022-03-11
iqv,sell,139744.4250743648,218.34,99000.0,1.31,2022-03-11
info,sell,24192.189125000004,109.16,32500.0,0.87,2022-03-11
wm,sell,73388.00855999999,151.82,64000.0,1.1,2022-03-11
twtr,sell,32500.0,34.37,32500.0,0.57,2022-03-11
intc,sell,129454.43938261503,47.63,148500.0,0.89,2022-03-11
adp,sell,55621.78318754198,210.12,40000.0,1.22,2022-03-11
stz,sell,41632.32478629224,214.24,48000.0,0.92,2022-03-11
apd,sell,111953.16271646641,227.95,113000.0,0.99,2022-03-11
elan,sell,4212.909120000004,26.62,8000.0,0.91,2022-03-11
cat,sell,127365.25743575118,217.52,104500.0,1.17,2022-03-11
nflx,sell,143562.57378824794,367.02,179000.0,0.83,2022-03-11
googl,sell,526680.9916667655,2665.44,579500.0,0.91,2022-03-11
orcl,sell,32500.0,76.1,32500.0,2.03,2022-03-11
alc,sell,32500.0,74.38,32500.0,0.92,2022-03-11
ecl,sell,14783.629999999997,163.36,32500.0,0.73,2022-03-11
sbux,sell,167275.74507441212,87.6,139000.0,1.16,2022-03-11
amgn,sell,174267.39989269627,230.42,166000.0,1.04,2022-03-11
mgddy,sell,32500.0,25.31,32500.0,0.8,2022-03-11
ato,sell,12204.600000000006,113.7,8000.0,1.1,2022-03-11
xel,sell,17776.208000000006,69.84,16000.0,1.04,2022-03-11
mmc,sell,125172.36146577011,151.78,86000.0,1.33,2022-03-11
xyl,sell,49452.2793385136,85.59,74500.0,0.77,2022-03-11
pypl,sell,98515.07260763014,99.32,148500.0,0.72,2022-03-11
jnj,sell,176825.10752063966,170.15,153500.0,1.13,2022-03-11
blk,sell,99634.22520515355,705.82,40000.0,1.82,2022-03-11
intu,sell,144536.89706468425,460.15,88500.0,1.46,2022-03-11
anss,sell,75000.0,307.95,75000.0,0.88,2022-03-11
zts,sell,92782.92408589172,189.6,81000.0,1.08,2022-03-11
cof,sell,47207.35452236001,132.1,40000.0,1.06,2022-03-11
acn,sell,164417.82760737764,310.16,121000.0,1.22,2022-03-11
adbe,sell,169248.24219629346,447.65,205500.0,0.87,2022-03-11
mrk,sell,336952.1107638405,77.79,316500.0,1.05,2022-03-11
len,sell,26590.325612914065,87.5,32000.0,0.95,2022-03-11
mchp,sell,76450.43673470014,70.88,73000.0,1.02,2022-03-11
sbux,sell,92275.74507441212,87.6,64000.0,1.2,2022-03-11
crm,sell,109343.42800788177,201.2,172000.0,0.75,2022-03-11
msft,sell,600642.9702910365,286.6,487000.0,1.2,2022-03-11
fb,sell,306131.78922573087,196.28,510500.0,0.65,2022-03-11
dhr,sell,209779.42511993408,265.48,201500.0,1.03,2022-03-11
mdt,sell,106870.90358496614,104.64,118000.0,0.94,2022-03-11
tmo,sell,95147.02931871999,541.55,72500.0,1.15,2022-03-11
fbhs,buy,15520.0,83.27,16000.0,0.94,2022-03-11
evbg,buy,13760.0,37.22,16000.0,0.72,2022-03-11
snow,buy,23449.6,202.97,32000.0,0.64,2022-03-11
avlr,buy,14720.0,92.95,16000.0,0.84,2022-03-11
bwa,buy,42834.83024190976,36.36,48000.0,0.87,2022-03-11
rng,buy,21305.6,113.22,32000.0,0.55,2022-03-11
snap,buy,40947.36142973244,33.68,73000.0,0.51,2022-03-11
nlok,buy,17834.096,27.73,16000.0,1.23,2022-03-11
tmus,buy,64551.439802816,123.92,66500.0,0.97,2022-03-11
de,buy,161806.65734803714,379.61,120000.0,1.37,2022-03-11
bsx,buy,102018.18740298158,42.07,97000.0,1.06,2022-03-11
manh,buy,8000.0,134.39,8000.0,1,2022-03-11
dg,buy,117596.03865758685,206.82,112500.0,1.05,2022-03-11
smar,buy,8000.0,51.88,8000.0,1,2022-03-11
zi,buy,16160.0,53.5,16000.0,1.02,2022-03-11
g,buy,8000.0,41.58,8000.0,1,2022-03-11
coup,buy,21600.0,113.15,24000.0,0.85,2022-03-11
pega,buy,14560.0,80.23,16000.0,0.82,2022-03-11
wex,buy,24408.711987200008,163.26,24000.0,1.03,2022-03-11
u,buy,8000.0,86.0,8000.0,1,2022-03-11
ndaq,buy,76976.29599999999,167.3,88000.0,0.86,2022-03-11
zs,buy,14240.0,213.51,16000.0,0.78,2022-03-11
rgen,buy,21760.0,173.69,24000.0,0.86,2022-03-11
grmn,buy,32609.376,111.83,40500.0,0.76,2022-03-11
f,buy,66740.61418919681,16.37,56000.0,1.22,2022-03-11
axta,buy,78808.0,23.8,64500.0,1.25,2022-03-11
chtr,buy,74038.93488616424,567.56,71500.0,1.04,2022-03-11
team,buy,43352.16799999999,262.14,48000.0,0.88,2022-03-11
regn,buy,57236.77977106057,623.43,40000.0,1.54,2022-03-11
wat,buy,30895.600000000002,321.08,32500.0,0.93,2022-03-11
kmx,buy,36606.8,101.49,48500.0,0.71,2022-03-11
zm,buy,9773.6,106.9,16000.0,0.22,2022-03-11
dell,buy,48845.896384000014,51.98,24000.0,2.55,2022-03-11
pnr,buy,25884.8,55.52,24000.0,1.12,2022-03-11
pltr,buy,13600.0,11.65,16000.0,0.7,2022-03-11
estc,buy,22560.0,82.05,24000.0,0.91,2022-03-11
pm,buy,136843.43262482696,93.83,113000.0,1.23,2022-03-11
docu,buy,36273.56480000001,96.0,48500.0,0.7,2022-03-11
zbra,buy,31426.133395136,399.11,24000.0,1.46,2022-03-11
dbx,buy,8000.0,21.5,8000.0,1,2022-03-11
crwd,buy,13360.0,198.67,16000.0,0.67,2022-03-11
eqr,buy,41531.17262688205,87.78,32000.0,1.4,2022-03-11
rop,buy,63524.33301363482,443.29,56000.0,1.16,2022-03-11
len,buy,34590.325612914065,87.5,40000.0,0.83,2022-03-11
gnrc,buy,18504.2432,315.0,24000.0,0.66,2022-03-11
akam,buy,27637.020345840006,109.93,24000.0,1.23,2022-03-11
flt,buy,21408.256006651907,230.25,24000.0,0.84,2022-03-11
invh,buy,8000.0,39.37,8000.0,1,2022-03-11
hubs,buy,17490.624,439.36,24000.0,0.59,2022-03-11
mas,buy,15929.599999999999,53.38,16000.0,0.99,2022-03-11
hd,buy,256358.66243311652,318.26,214000.0,1.21,2022-03-11
ptc,buy,22000.0,109.3,16000.0,1.75,2022-03-11
csgp,buy,29546.466766164962,57.02,32000.0,0.9,2022-03-11
keys,buy,62367.9853779972,149.07,48000.0,1.36,2022-03-11
pcty,buy,8000.0,197.02,8000.0,1,2022-03-11
payc,buy,35446.8604,311.21,40000.0,0.86,2022-03-11
ftv,buy,45237.32537079938,57.48,48000.0,0.93,2022-03-11
carr,buy,37345.927296614405,44.59,40000.0,0.92,2022-03-11
hca,buy,86580.03149533717,268.24,56500.0,1.62,2022-03-11
msi,buy,23347.2,224.39,24000.0,0.96,2022-03-11
ste,buy,31938.120800000004,225.06,32000.0,1.0,2022-03-11
pki,buy,30726.55136,173.44,32000.0,0.95,2022-03-11
urbn,buy,233545.24977038696,25.97,233000.0,1.0,2022-03-11
hum,buy,155645.5766440722,432.9,136500.0,1.15,2022-03-11
mcd,buy,161009.1241403413,217.68,172000.0,0.93,2022-03-11
gwre,buy,28333.928959999997,90.4,32000.0,0.85,2022-03-11
wba,buy,479831.1663653,48.12,463000.0,1.04,2022-03-11
cday,buy,34488.0,66.04,40000.0,0.83,2022-03-11
hbi,buy,91248.4647344022,15.22,104000.0,0.87,2022-03-11
bmy,buy,210014.72400000002,68.13,182500.0,1.16,2022-03-11
tjx,buy,104119.83511929038,61.19,97000.0,1.08,2022-03-11
infn,buy,8000.0,8.11,8000.0,1,2022-03-11
epam,buy,11520.0,196.31,16000.0,0.44,2022-03-11
fis,buy,86590.75124339022,91.98,128000.0,0.65,2022-03-11
exr,buy,39033.71328,197.96,24000.0,1.94,2022-03-11
urbn,buy,241545.24977038696,25.97,241000.0,1.0,2022-03-11
tel,buy,62107.26205439999,131.13,32000.0,2.25,2022-03-11
abbv,buy,327980.44826153805,149.75,161500.0,2.08,2022-03-11
hbi,buy,99248.4647344022,15.22,112000.0,0.88,2022-03-11
t,buy,441332.58444790635,17.57,460500.0,0.96,2022-03-11
ftnt,buy,65162.40516399999,289.73,40000.0,1.79,2022-03-11
infn,buy,16000.0,8.11,16000.0,1.0,2022-03-11
aon,buy,63010.33125084019,295.44,48000.0,1.38,2022-03-11
expd,buy,18156.800000000003,101.45,16000.0,1.27,2022-03-11
infn,buy,24000.0,8.11,24000.0,1.0,2022-03-11
avgo,buy,93527.08234470399,590.02,88500.0,1.06,2022-03-11
axp,buy,125242.80244181264,170.96,82500.0,1.57,2022-03-11
bio,buy,20021.408,554.27,24000.0,0.75,2022-03-11
dxcm,buy,75278.944,409.98,89000.0,0.76,2022-03-11
br,buy,42945.568,147.07,40500.0,1.31,2022-03-11
mtch,buy,111723.86161183439,97.99,145500.0,0.7,2022-03-11
mrna,buy,39700.0,140.83,40500.0,0.9,2022-03-11
ma,buy,443068.6580211071,326.12,452500.0,0.98,2022-03-11
lh,buy,37947.284799999994,266.81,40500.0,0.68,2022-03-11
wst,buy,47380.0,372.4,48500.0,0.93,2022-03-11
adi,buy,63289.06050496,151.79,56500.0,1.28,2022-03-11
pypl,buy,131015.07260763014,99.32,181000.0,0.66,2022-03-11
tech,buy,48660.0,418.3,48500.0,1.01,2022-03-11
